item,count,date
Food,51,11.21
Fruit Whole,51,11.21
Salty Snacks,17,11.21
Chips Dirty Sea Salted,4,11.21
Jalapeno Heat Chips Kosher,3,11.21
Chip Potato Dirty BBQ Mesquite 2,2,11.21
Chips Cracked Pepper & Sea Salt,2,11.21
Chip Kettle Salt Vinegar 2 oz,1,11.21
Chip Potato Kettle Honey BBQ 2oz,1,11.21
Chip Salt & Malt Vinegar Dirty 2,1,11.21
Chip Sour Cream And Onion Dirty,1,11.21
Utz Honey Barbecue Chip 1.5 oz,1,11.21
Utz Salt N Vinegar Chip,1,11.21
Candy Confection,9,11.21
Orbit Sweet Mint Gum,4,11.21
Orbit Wintermint Gum,4,11.21
Candy CHOC Cara Caff Bar Awake,1,11.21
Baked Goods,5,11.21
Chewy Marshmallow GF 2.1 oz,4,11.21
GF Sweet Street Choloate Brownie,1,11.21
Grocery,1,11.21
Fresh Cut Pineapple Fruit Cup,1,11.21
Ice Cream,1,11.21
Ice Cream Mochi Double Chocolate,1,11.21
Int Commissary,89,11.21
Straight Bakery,76,11.21
Muffin Jumbo,35,11.21
Cookie,25,11.21
Croissant Straw CC,4,11.21
Croissant Choc,3,11.21
Cinnamon Bun,3,11.21
Plain Croissant,3,11.21
Croissant Blue CC,2,11.21
Combo 16 oz Coffee & Muffin,1,11.21
Commissary,11,11.21
PBJ on Wheat,11,11.21
Take Us Home,2,11.21
BowlSesAsianNood,1,11.21
BowlSouthChick,1,11.21
Ext Commissary,20,11.21
Sushi,11,11.21
California Roll,2,11.21
Hawaiian Volcano Roll,1,11.21
Tempura Crunch Roll,1,11.21
Tempura Shrimp Roll,1,11.21
TSA Roll,1,11.21
Golden Dragon Roll,1,11.21
Hawaiian Sunset,1,11.21
Salmon Roll,1,11.21
Spicy Tuna Roll,1,11.21
Avocado Roll,1,11.21
York Street Comm,9,11.21
Wrap Chicken Caesar,5,11.21
Sandwich Corned Beef & Swiss,2,11.21
Sandwich Black Forrest Ham & Swi,1,11.21
Sandwich Crispy Chicken Milanese,1,11.21
Total,"2,608",11.20
Unit Prepared,"1,941",11.20
Grill,639,11.20
Quesadilla Deluxe Trillium,162,11.20
Grilled Hamburger,92,11.20
Fried Chicken Tenders,93,11.20
Burrito Una Mano Trillium BYO,72,11.20
French Fries,124,11.20
Seared Salmon Burger,14,11.20
Grilled Chicken Breast Sandwich,13,11.20
Quesadilla Cheese,12,11.20
Trillium Grill Impossible Burger,7,11.20
Sweet Potato Fries,24,11.20
ADD Chicken Breast,9,11.20
Black Bean Burger,3,11.20
ADD Beef Patty $2.99,5,11.20
ADD Cheese,6,11.20
Add Sausage 2 Patty,1,11.20
Add Egg $.99,2,11.20
Asian,419,11.20
1 Entree + 1 Side,176,11.20
1 Entree + 2 Side,97,11.20
Bowl Ramen Chicken,80,11.20
2 Entrees + 2 Sides,21,11.20
Bowl Ramen Tofu,19,11.20
Side Vegetarian Lo Mein,13,11.20
Side White or Brown Rice,7,11.20
1 Wok Entree,2,11.20
Side Vegetables,2,11.20
Side Vegetable Spring Rolls,1,11.20
Side Vegetarian Fried Rice with,1,11.20
Italian,215,11.20
Create Your Pasta Bowl MEAT,143,11.20
Create Your Pasta Bowl VEG,32,11.20
Add Extra Meat,20,11.20
Pizza Cheese,10,11.20
Pizza with Toppings,8,11.20
Side Bread Pasta Station,2,11.20
Breakfast,243,11.20
Burrito Breakfast,91,11.20
Small French Omelet,55,11.20
Grand Slam Breakfast,16,11.20
Egg Cheese Sausage Breakfast San,24,11.20
Egg Cheese Bacon Breakfast Sandw,20,11.20
Add Bacon,22,11.20
Two Eggs,7,11.20
Pancake Single,4,11.20
Trillium Home Fries,1,11.20
2 Slices Toast,1,11.20
Toast,1,11.20
PC Peanut Butter,1,11.20
Mexican,95,11.20
Burrito Bowl BYO,88,11.20
Single Taco,5,11.20
Add Extra Toppings Una Mano,2,11.20
Salad Bar,71,11.20
Salad by the Pound,71,11.20
Soup,91,11.20
Soup 12 oz,56,11.20
8 oz Soup,35,11.20
Beverages,148,11.20
Coffee 16 oz SB,35,11.20
Soda Fountain 24 oz,39,11.20
Soda Fountain 16 oz,42,11.20
Coffee 12 oz SB,21,11.20
Hot Tea 20 oz,8,11.20
Hot Cocoa,3,11.20
Open Misc,9,11.20
Open Miscellaneous,9,11.20
Grab N Go,11,11.20
Side Potato Tots,11,11.20
Convenience,568,11.20
Beverages,390,11.20
Water Aquafina 20 oz,17,11.20
Tea Golden Oolong Unsweet Ito En,9,11.20
Tea Iced Rasberry Lipton 16 oz,12,11.20
Yerba Mate Bluephoria 15.5 oz,7,11.20
Yerba Mate Enlighten Mint 15.5 o,7,11.20
Juice Orange Premium Topicana 11,9,11.20
Soda Pepsi Diet 20 Oz,10,11.20
Tea Green Peach Mango Celsius 12,7,11.20
Yerba Mate Peach Revival 15.5 oz,6,11.20
Milk Chocolate LF BIG RED Refuel,10,11.20
Energy Mango PassFruit Celsius 1,6,11.20
Tea Green Rasp Acai  Celsius 12,6,11.20
Gatorade Galcier Freeze Zero G 2,7,11.20
Yerba Mate Revel Berry 15.5 oz,5,11.20
Yerba Mate Tropical 15.5 oz,5,11.20
Tea Black Milk Ito En 11.8 oz,5,11.20
Gatorade Propel  Kiwi Straw Wate,7,11.20
Juice Naked PNCLDA 15.2 Oz,4,11.20
Water Aquafina 1L,7,11.20
Kombucha Ginger Kevita 15.2 oz,4,11.20
Lipton Pure Leaf Sweet Tea,7,11.20
Soda Rootbeer Zero Sugar Mug 20,7,11.20
Water Life WTR Immune 700 ML,5,11.20
Yerba Mate Lemon 15.5 oz,4,11.20
Cold Brew Chocolate Cream Starbu,4,11.20
Cold Brew Vanilla Sweet Cream St,4,11.20
Soda Ginger Ale Schweppes 20 Oz,6,11.20
Tea Sweet W/ Le Pure Leaf Lipton,6,11.20
Tea Tea & Lemon Pure Leaf Lipton,6,11.20
Tea Unsweetened Pure Leaf Lipton,6,11.20
Gatorade Propel Grape Water 1 lt,5,11.20
Energy Artic Vibe Celsius 12oz,4,11.20
Energy Fast Twitch Watermelon St,4,11.20
Energy StrawLemon Celsius 12oz,4,11.20
Frappuccino Vanilla SB 13.7 Oz,3,11.20
Juice Naked Green Machine,3,11.20
Juice Naked Mighty Mango,3,11.20
Naked Strawberry Banana Juice,3,11.20
Soda Pepsi 20 Oz,5,11.20
Gatorade Gatorlyte Glacier Freez,3,11.20
Juice AppleTropicana 11 oz,4,11.20
Juice Orange Homestyle Tropicana,4,11.20
Juice Raspberry Lemonade Tropica,4,11.20
Energy Blue Crush Celsius 16 oz,3,11.20
Energy Fruit Burst Celsius 16 oz,3,11.20
Muscle Milk P40 Strawberry Cream,2,11.20
Muscle Milk PROSRS 40 Intense Va,2,11.20
Soda Mountain Dew 20 Oz,4,11.20
Soda Orange Crush 20 Oz,4,11.20
Soda Pepsi  Zero 20oz,4,11.20
Soda Starry Lemon Lime 20 oz,4,11.20
Tea Peach Pure Leaf Lipton 18.5,4,11.20
Frappuccino Oatmilk Caramel Whit,2,11.20
Juice Naked Berry Blast,2,11.20
Juice Protein Zone Naked,2,11.20
Juice Ocean Spray Cranbe Grape 1,4,11.20
Gatorade Blue 28 oz,3,11.20
Gatorade Gatorlyte Strawberry Ki,2,11.20
Starbucks Double Shot 6.5 Oz,2,11.20
Tea Green Matcha Milk Ito En 11.,2,11.20
Energy 222 Blue Raspberry Odysse,2,11.20
Energy 222 Pineapple Mango Odyss,2,11.20
Energy Cherry Limeade Celsius 16,2,11.20
Juice Fuji Apple Red Jacket 12oz,2,11.20
Juice Joes Lemonade  Red Jacket1,2,11.20
Red Jacket Strawberry Apple Juic,2,11.20
Starbucks Espress & Salt Cara DS,2,11.20
Soda Pepsi Wild Cherry 20 Oz,3,11.20
Soda Rootbeer Mug 20 oz,3,11.20
Tea Unsweet Green Lipton 18.5 oz,3,11.20
Juice Apple Dole 15.2 oz,3,11.20
Ocean Spray Cranberry Cocktail,3,11.20
Water Aquafina Alumitek 16 oz,3,11.20
Gatorade Lemon Lime 28 oz,2,11.20
Juice Grape Tropicana 11oz,2,11.20
Juice Lively Lemonade Tropicana,2,11.20
Gatorade Propel Berry Water 1 lt,2,11.20
Sparkling Lemonade Mango Kevita,2,11.20
Soda Pineapple Jarritos 12.5 oz,2,11.20
Muscle Milk Choc PB 14oz,1,11.20
Muscle Milk KO Chocolate 14oz,1,11.20
Tea Blackberry Pure Leaf 18.5 oz,2,11.20
Tea Pure Leaf Zero Sugar Sweet T,2,11.20
Tea Unsweet Black W Lemon 18.5 o,2,11.20
Starbucks Doubleshot Ener Coffee,1,11.20
Starbucks Doubleshot Energy Van,1,11.20
Frappuccino Caramel SB 13.7 oz,1,11.20
Frappuccino Mocha 13.7 Oz SB,1,11.20
Soda Mandarin Jarritos 12.5 oz,2,11.20
Kombucha Pineapple Peach Kevita,1,11.20
Kombucha Rasp Lemon Kevita 15.2,1,11.20
Gatorade Gatorlyte MixBerry 20 o,1,11.20
Gatorade Gatorlyte Orange 20 oz,1,11.20
Energy Dragonberry Celsius 16 oz,1,11.20
Energy Mango Tango Celsius 16 oz,1,11.20
Energy Orangesicle Celsius 16 oz,1,11.20
Energy Passion Orange Guva Odyss,1,11.20
Energy Revive Prickly Pear Odyss,1,11.20
Rockstar Pure Zero Silver Ice,1,11.20
Energy Fast Twitch Cool Blue 12,1,11.20
Energy Fast Twitch Grape 12 oz,1,11.20
Energy Fuji Apple Pear Celsius 1,1,11.20
Energy LemonLime Celsius 12oz,1,11.20
Energy StrawGuava Celsius 12oz,1,11.20
Mountain Dew Kickstart Orange 16,1,11.20
Water Gatorade 33.8 oz,1,11.20
Gatorade Orange 28oz,1,11.20
Gatorade Zero Grape 28 oz,1,11.20
Glacier Cherry Gatorade 28 oz,1,11.20
Glacier Freeze Gatorade 28 oz,1,11.20
Juice Zero Summer Splash Punch 1,1,11.20
Sparkling lemonade Strawberry Ke,1,11.20
Water Gatorade 700ml,1,11.20
Soda Guava Jarritos 12.5 oz,1,11.20
Soda Mango Jarritos 12.5 oz,1,11.20
Soda Mountain Dew Zero 20 Oz,1,11.20
Tea Sweetened With Lemon Brisk 2,1,11.20
Juice Lemonade Dole 20oz,1,11.20
Dairy,56,11.20
Cornell Low Fat Chocolate Milk,5,11.20
Yogurt Mixed Berry Chobani Drink,4,11.20
Yogurt Flip Almond Coco Loco Cho,5,11.20
Yogurt 0% Fat Vanilla Greek Oiko,5,11.20
Yogurt Mango Greek Chobani,5,11.20
Yogurt Mango Chobani Drink 7 oz,3,11.20
Yogurt Black Cherry Greek Choban,4,11.20
Yogurt Straw Banana Chobani Drin,2,11.20
Yogurt Blueberry Greek Chobani,3,11.20
Cornell 2% Milk (70000380),2,11.20
Yogurt Flip Peanut Butter Dream,2,11.20
Cornell 2% Milk (70000381),3,11.20
Cornell Whole Milk,3,11.20
Milk Chocolate LF Cornell 8 Oz,3,11.20
Yogurt Strawberry Banana Greek C,2,11.20
Yogurt Strawberry Greek Chobani,2,11.20
Yogurt Peach Greek Chobani,1,11.20
Yogurt Raspberry Greek Chobani,1,11.20
8 oz Vanilla Soy Silk,1,11.20
NutritionalSnack,23,11.20
Bar Crunchy Peanut Butter Clif,3,11.20
Bar S'Mores Quest 2.12 oz,2,11.20
Bar CHOC Mint Builders Clif bar2,2,11.20
Jelly Konjac Apple Grape Tastell,2,11.20
Jelly Konjac Double Berry Tastel,2,11.20
Bar Choc Chip Cookie Dough Quest,1,11.20
Bar Cookie & Cream Quest 2.12 oz,1,11.20
Cookie Birthday Cake Lenny & Lar,1,11.20
Bar Peanut Butter Builders Clif,1,11.20
Fruit And Nut Delight Kind Bar,1,11.20
Oat And Honey Granola Bar,2,11.20
Jelly Konjac Mango Pineapple Tas,1,11.20
Jelly Konjac Peach Tastelli,1,11.20
Bar Chocolate Chip Clifbar,1,11.20
Kind Almond And Coconut Bar,1,11.20
Bar That's It Apple+Strawberry 1,1,11.20
Food,58,11.20
Fruit Whole,58,11.20
Salty Snacks,18,11.20
Nuts Almonds Honey 1.5 oz Sahale,2,11.20
Chip Salt & Malt Vinegar Dirty 2,3,11.20
Utz Honey Barbecue Chip 1.5 oz,3,11.20
Chips Dirty Sea Salted,2,11.20
Chip Sour Cream And Onion Dirty,2,11.20
Chip Kettle Sweet Onion 2 oz,1,11.20
Chip Potato Dirty BBQ Mesquite 2,1,11.20
Chips Cracked Pepper & Sea Salt,1,11.20
Utz Regular Chip,1,11.20
Utz Salt N Vinegar Chip,1,11.20
Pretzel Thin 2.12 oz Utz,1,11.20
Grocery,8,11.20
Fresh Cut Melon Fruit Cup,4,11.20
Fresh Cut Pineapple Fruit Cup,4,11.20
Candy Confection,7,11.20
Orbit Wintermint Gum,3,11.20
Candy Milk Choc Caff Bar Awake 1,2,11.20
Orbit Sweet Mint Gum,2,11.20
Baked Goods,5,11.20
GF Sweet Street Choloate Brownie,3,11.20
Chewy Marshmallow GF 2.1 oz,2,11.20
Ice Cream,3,11.20
Ice Cream Mochi Sweet Mango 1.5,2,11.20
MochiCookCrm1.5o,1,11.20
Ext Commissary,25,11.20
York Street Comm,14,11.20
Wrap Chicken Caesar,5,11.20
Sandwich Prosciutto & Mozzarella,3,11.20
Wrap Buffalo Chicken,3,11.20
Sandwich Black Forrest Ham & Swi,1,11.20
Sandwich Crispy Chicken Milanese,1,11.20
Salad Chicken Caesar,1,11.20
Sushi,11,11.20
California Roll,2,11.20
Hawaiian Volcano Roll,1,11.20
Alaskan Roll,1,11.20
Tempura Crunch Roll,1,11.20
Tempura Shrimp Roll,1,11.20
TSA Roll,1,11.20
Golden Dragon Roll,1,11.20
Hawaiian Sunset,1,11.20
Salmon Roll,1,11.20
Avocado Roll,1,11.20
Int Commissary,74,11.20
Straight Bakery,59,11.20
Muffin Jumbo,25,11.20
Cookie,23,11.20
Plain Croissant,3,11.20
Cinnamon Bun,2,11.20
Scone,2,11.20
Croissant Blue CC,1,11.20
Croissant Choc,1,11.20
Croissant Straw CC,1,11.20
Brownie,1,11.20
Take Us Home,6,11.20
BowlMedProtein,3,11.20
BowlSesAsianNood,2,11.20
BowlChickAlfrPen,1,11.20
Commissary,9,11.20
PBJ on Wheat,9,11.20
Total,"2,930",11.19
Unit Prepared,"2,162",11.19
Grill,745,11.19
Quesadilla Deluxe Trillium,189,11.19
Grilled Hamburger,122,11.19
Fried Chicken Tenders,99,11.19
Burrito Una Mano Trillium BYO,69,11.19
French Fries,143,11.19
Grilled Chicken Breast Sandwich,26,11.19
Quesadilla Cheese,22,11.19
Trillium Grill Impossible Burger,10,11.19
Sweet Potato Fries,31,11.19
Seared Salmon Burger,6,11.19
Black Bean Burger,3,11.19
ADD Chicken Breast,7,11.19
ADD Beef Patty $2.99,7,11.19
Add Egg $.99,5,11.19
ADD Burger Salmon Grilled,1,11.19
ADD Cheese,5,11.19
Asian,447,11.19
1 Entree + 1 Side,185,11.19
1 Entree + 2 Side,92,11.19
Bowl Ramen Chicken,70,11.19
2 Entrees + 2 Sides,33,11.19
Bowl Ramen Tofu,28,11.19
Side Vegetarian Lo Mein,16,11.19
1 Wok Entree,7,11.19
Side White or Brown Rice,12,11.19
Side Vegetable Spring Rolls,2,11.19
Side Vegetarian Fried Rice with,2,11.19
Italian,221,11.19
Create Your Pasta Bowl MEAT,115,11.19
Create Your Pasta Bowl VEG,28,11.19
Pizza with Toppings,38,11.19
Pizza Cheese,22,11.19
Add Extra Meat,18,11.19
Breakfast,262,11.19
Burrito Breakfast,95,11.19
Small French Omelet,47,11.19
Egg Cheese Sausage Breakfast San,30,11.19
Egg Cheese Bacon Breakfast Sandw,23,11.19
Grand Slam Breakfast,12,11.19
Add Bacon,28,11.19
Two Eggs,14,11.19
Pancake Single,8,11.19
Trillium Home Fries,2,11.19
2 Slices Toast,3,11.19
Mexican,127,11.19
Burrito Bowl BYO,110,11.19
Single Taco,11,11.19
Side Guacamole,3,11.19
Add Extra Toppings Una Mano,3,11.19
Salad Bar,75,11.19
Salad by the Pound,75,11.19
Soup,107,11.19
Soup 12 oz,52,11.19
8 oz Soup,55,11.19
Beverages,148,11.19
Soda Fountain 24 oz,48,11.19
Coffee 16 oz SB,32,11.19
Soda Fountain 16 oz,41,11.19
Coffee 12 oz SB,22,11.19
Hot Tea 20 oz,2,11.19
Hot Cocoa,3,11.19
Grab N Go,21,11.19
Side Potato Tots,21,11.19
Open Misc,8,11.19
Open Miscellaneous,8,11.19
Salads,1,11.19
Add Extra Protein $2.99,1,11.19
Convenience,645,11.19
Beverages,427,11.19
Soda Pepsi Diet 20 Oz,21,11.19
Water Aquafina 20 oz,19,11.19
Tea Jasmine Green Unsweet Ito En,10,11.19
Water Aquafina 1L,15,11.19
Yerba Mate Enlighten Mint 15.5 o,9,11.19
Milk Chocolate LF BIG RED Refuel,16,11.19
Yerba Mate Peach Revival 15.5 oz,8,11.19
Yerba Mate Revel Berry 15.5 oz,8,11.19
Frappuccino Caramel SB 13.7 oz,6,11.19
Energy Artic Vibe Celsius 12oz,7,11.19
Energy Mango PassFruit Celsius 1,7,11.19
Juice AppleTropicana 11 oz,8,11.19
Naked Strawberry Banana Juice,5,11.19
Juice Apple Dole 15.2 oz,9,11.19
Gatorade Blue 28 oz,7,11.19
Water Life WTR Immune 700 ML,6,11.19
Yerba Mate Bluephoria 15.5 oz,5,11.19
Tea Iced Rasberry Lipton 16 oz,8,11.19
Energy 222 Blue Raspberry Odysse,5,11.19
Frappuccino Vanilla SB 13.7 Oz,4,11.19
Kombucha Ginger Kevita 15.2 oz,4,11.19
Energy StrawGuava Celsius 12oz,5,11.19
Tea Green Peach Mango Celsius 12,5,11.19
Soda Mountain Dew 20 Oz,7,11.19
Muscle Milk P40 Strawberry Cream,3,11.19
Soda Pepsi  Zero 20oz,6,11.19
Soda Rootbeer Mug 20 oz,6,11.19
Starbucks Doubleshot Energy Van,3,11.19
Gatorade Propel  Kiwi Straw Wate,5,11.19
Frappuccino Mocha 13.7 Oz SB,3,11.19
Juice Naked Blue Machine,3,11.19
Juice Naked Mighty Mango,3,11.19
Juice Naked PNCLDA 15.2 Oz,3,11.19
Kombucha Pineapple Peach Kevita,3,11.19
Kombucha Rasp Lemon Kevita 15.2,3,11.19
Soda Pepsi 20 Oz,5,11.19
Tea Tea & Lemon Pure Leaf Lipton,5,11.19
Tea Unsweet Black W Lemon 18.5 o,5,11.19
Tea Golden Oolong Unsweet Ito En,3,11.19
Tea Green Matcha Milk Ito En 11.,3,11.19
Gatorade Fruit Punch 28 oz,4,11.19
Juice Lively Lemonade Tropicana,4,11.19
Juice Orange Premium Topicana 11,4,11.19
Energy Mango Tango Celsius 16 oz,3,11.19
Starbucks Espress & Salt Cara DS,3,11.19
Soda Mango Jarritos 12.5 oz,4,11.19
Energy Blue Raz Lemonade Celsius,3,11.19
Energy Fast Twitch Watermelon St,3,11.19
Energy Fuji Apple Pear Celsius 1,3,11.19
Tea Green Rasp Acai  Celsius 12,3,11.19
Muscle Milk PROSRS 40 Intense Va,2,11.19
Soda Pepsi Wild Cherry 20 Oz,4,11.19
Tea Peach Pure Leaf Lipton 18.5,4,11.19
Tea Sweet W/ Le Pure Leaf Lipton,4,11.19
Tea Unsweet Green Lipton 18.5 oz,4,11.19
Juice Orange Dole 15.2 oz,4,11.19
Juice Protein Zone Naked,2,11.19
Juice Ocean Spray Cranbe Grape 1,4,11.19
Soda Mandarin Jarritos 12.5 oz,4,11.19
Gatorade Galcier Freeze Zero G 2,3,11.19
Gatorade Lemon Lime 28 oz,3,11.19
Glacier Freeze Gatorade 28 oz,3,11.19
Juice Orange Homestyle Tropicana,3,11.19
Juice Raspberry Lemonade Tropica,3,11.19
Sparkling lemonade Strawberry Ke,3,11.19
Gatorade Gatorlyte Strawberry Ki,2,11.19
Yerba Mate Tropical 15.5 oz,2,11.19
Tea Black Milk Ito En 11.8 oz,2,11.19
Energy Blue Crush Celsius 16 oz,2,11.19
Energy Cherry Limeade Celsius 16,2,11.19
Energy Dragonberry Celsius 16 oz,2,11.19
Juice Joes Lemonade  Red Jacket1,2,11.19
Red Jacket Strawberry Apple Juic,2,11.19
Soda Rootbeer Zero Sugar Mug 20,3,11.19
Tea Pure Leaf Zero Sugar Sweet T,3,11.19
Mountain Dew Kickstart Black Che,2,11.19
Water Aquafina Alumitek 16 oz,3,11.19
Gatorade Orange 28oz,2,11.19
Glacier Cherry Gatorade 28 oz,2,11.19
Gatorade Propel Berry Water 1 lt,2,11.19
Sparkling Lemonade Mango Kevita,2,11.19
Muscle Milk Choc PB 14oz,1,11.19
Muscle Milk KO Chocolate 14oz,1,11.19
Lipton Pure Leaf Sweet Tea,2,11.19
Soda Ginger Ale Schweppes 20 Oz,2,11.19
Tea Sweetened With Lemon Brisk 2,2,11.19
Tea Unsweetened Pure Leaf Lipton,2,11.19
Starbucks Doubleshot Ener Coffee,1,11.19
Starbucks Doubleshot Energy Moch,1,11.19
Juice Lemonade Dole 20oz,2,11.19
Juice Naked Berry Blast,1,11.19
Gatorade Gatorlyte Cherry Lime 2,1,11.19
Gatorade Gatorlyte Glacier Freez,1,11.19
Gatorade Gatorlyte Orange 20 oz,1,11.19
Yerba Mate Lemon 15.5 oz,1,11.19
Cold Brew Chocolate Cream Starbu,1,11.19
Cold Brew Vanilla Sweet Cream St,1,11.19
Energy 222 Pineapple Mango Odyss,1,11.19
Energy Orangesicle Celsius 16 oz,1,11.19
Energy Passion Orange Guva Odyss,1,11.19
Rockstar Pure Zero Silver Ice,1,11.19
Energy Fast Twitch Grape 12 oz,1,11.19
Energy StrawLemon Celsius 12oz,1,11.19
Mountain Dew Kickstart Orange 16,1,11.19
Water Gatorade 33.8 oz,1,11.19
Cider Apple Red Jacket 12 oz,1,11.19
Gatorade Zero Grape 28 oz,1,11.19
Juice Zero Summer Splash Punch 1,1,11.19
Kickstart Strawberry Start-up 16,1,11.19
Gatorade Propel Grape Water 1 lt,1,11.19
Water Gatorade 700ml,1,11.19
Soda Guava Jarritos 12.5 oz,1,11.19
Soda Pineapple Jarritos 12.5 oz,1,11.19
Soda Mountain Dew Zero 20 Oz,1,11.19
Soda Orange Crush 20 Oz,1,11.19
Soda Starry Lemon Lime 20 oz,1,11.19
Tea Blackberry Pure Leaf 18.5 oz,1,11.19
Tea Light Peach Lipton 20 oz,1,11.19
Dairy,71,11.19
Cornell Low Fat Chocolate Milk,10,11.19
Yogurt 0% Fat Vanilla Greek Oiko,11,11.19
Milk Chocolate LF Cornell 8 Oz,8,11.19
Cornell Whole Milk,6,11.19
Yogurt Black Cherry Greek Choban,4,11.19
Yogurt Raspberry Greek Chobani,4,11.19
Yogurt Strawberry Banana Greek C,4,11.19
Yogurt Flip Almond Coco Loco Cho,3,11.19
Yogurt Flip Peanut Butter Dream,3,11.19
Yogurt Mango Chobani Drink 7 oz,2,11.19
Yogurt Straw Banana Chobani Drin,2,11.19
Cornell 2% Milk (70000380),2,11.19
Cornell 2% Milk (70000381),3,11.19
Yogurt Mango Greek Chobani,2,11.19
Yogurt Peach Greek Chobani,2,11.19
Yogurt Strawberry Greek Chobani,2,11.19
Yogurt Mixed Berry Chobani Drink,1,11.19
Yogurt Blueberry Greek Chobani,1,11.19
Yogurt Plain Greek Chobani,1,11.19
NutritionalSnack,32,11.19
Bar CHOC Mint Builders Clif bar2,4,11.19
Jelly Konjac Double Berry Tastel,3,11.19
Jelly Konjac Mango Pineapple Tas,3,11.19
Jelly Konjac Peach Tastelli,3,11.19
Bar Cookie & Cream Quest 2.12 oz,2,11.19
Cookie Choc Chip Lenny & Larrys,2,11.19
Cookie Peanut Butter Lenny & Lar,2,11.19
Bar White Chocolate Macadamia Cl,2,11.19
Kind Cranberry Almond Plus Bar,2,11.19
Bar That's It Apple+Strawberry 1,2,11.19
Bar S'Mores Quest 2.12 oz,1,11.19
Cookie Double Choc Lenny & Larry,1,11.19
Bar Peanut Butter Builders Clif,1,11.19
Dark Choc Cherry Cashew Plus Kin,1,11.19
Kind Almond And Coconut Bar,1,11.19
Oat And Honey Granola Bar,1,11.19
Oats And Dark Chocolate Granola,1,11.19
Food,65,11.19
Fruit Whole,65,11.19
Grocery,11,11.19
Fresh Cut Melon Fruit Cup,6,11.19
Fresh Cut Watermelon Fruit Cup,3,11.19
Fresh Cut Pineapple Fruit Cup,2,11.19
Salty Snacks,20,11.19
Chips Cracked Pepper & Sea Salt,3,11.19
Utz Regular Chip,3,11.19
Chip Maui Onion Dirty 2 oz,2,11.19
Chip Salt & Malt Vinegar Dirty 2,2,11.19
Chip Sour Cream And Onion Dirty,2,11.19
Chip Voodoo Limited Zapps 2 oz,2,11.19
Chip Potato Kettle Honey BBQ 2oz,1,11.19
Chip Potato Dirty BBQ Mesquite 2,1,11.19
Chips Dirty Sea Salted,1,11.19
Jalapeno Heat Chips Kosher,1,11.19
Utz Honey Barbecue Chip 1.5 oz,1,11.19
Pretzel Thin 2.12 oz Utz,1,11.19
Baked Goods,9,11.19
Chewy Marshmallow GF 2.1 oz,5,11.19
GF Sweet Street Choloate Brownie,4,11.19
Candy Confection,8,11.19
Orbit Sweet Mint Gum,4,11.19
Orbit Wintermint Gum,3,11.19
Candy Dark Chocolate Awake Bar 1,1,11.19
Ice Cream,2,11.19
Ice Cream Mochi Sweet Mango 1.5,2,11.19
Ext Commissary,30,11.19
Sushi,15,11.19
Golden Dragon Roll,3,11.19
Tempura Crunch Roll,2,11.19
Tempura Shrimp Roll,2,11.19
Hawaiian Volcano Roll,1,11.19
Alaskan Roll,1,11.19
TSA Roll,1,11.19
Hawaiian Sunset,1,11.19
Salmon Roll,1,11.19
Spicy Tuna Roll,1,11.19
Avocado Roll,1,11.19
California Roll,1,11.19
York Street Comm,15,11.19
Wrap Buffalo Chicken,7,11.19
Sandwich Black Forrest Ham & Swi,3,11.19
Sandwich Crispy Chicken Milanese,2,11.19
Wrap Chicken Caesar,2,11.19
Salad Chicken Caesar,1,11.19
Int Commissary,93,11.19
Straight Bakery,76,11.19
Muffin Jumbo,37,11.19
Cookie,21,11.19
Croissant Choc,4,11.19
Croissant Straw CC,4,11.19
Cinnamon Bun,3,11.19
Croissant Blue CC,2,11.19
Plain Croissant,2,11.19
Coffee Cake,2,11.19
Combo 16 oz Coffee & Muffin,1,11.19
Take Us Home,6,11.19
BowlMedProtein,3,11.19
BowlMexicanChick,1,11.19
BowlSesAsianNood,1,11.19
BowlSouthChick,1,11.19
GF Commissary,6,11.19
GF ChicCaesarSld,2,11.19
GF Turkey Sand,2,11.19
GFSunButterJelly,2,11.19
Commissary,5,11.19
PBJ on Wheat,5,11.19
Total,"2,515",11.18
Unit Prepared,"1,860",11.18
Grill,602,11.18
Quesadilla Deluxe Trillium,155,11.18
Grilled Hamburger,82,11.18
Fried Chicken Tenders,84,11.18
Burrito Una Mano Trillium BYO,54,11.18
French Fries,135,11.18
Grilled Chicken Breast Sandwich,15,11.18
Trillium Grill Impossible Burger,12,11.18
Seared Salmon Burger,14,11.18
Black Bean Burger,7,11.18
ADD Beef Patty $2.99,16,11.18
Quesadilla Cheese,5,11.18
ADD Chicken Breast,6,11.18
Add Sausage 2 Patty,4,11.18
ADD Cheese,11,11.18
Add Egg $.99,2,11.18
Asian,362,11.18
1 Entree + 1 Side,168,11.18
1 Entree + 2 Side,76,11.18
Bowl Ramen Chicken,66,11.18
2 Entrees + 2 Sides,22,11.18
Bowl Ramen Tofu,11,11.18
1 Wok Entree,5,11.18
Side Vegetarian Lo Mein,6,11.18
Side White or Brown Rice,4,11.18
Side Vegetable Spring Rolls,2,11.18
Side Vegetarian Fried Rice with,2,11.18
Italian,220,11.18
Create Your Pasta Bowl MEAT,116,11.18
Create Your Pasta Bowl VEG,30,11.18
Pizza with Toppings,35,11.18
Pizza Cheese,21,11.18
Add Extra Meat,18,11.18
